name,type,equipment,frequency,day_of_week,fortnite,month,day_of_month,start_date,end_date,assigned_to,start_hour,end_hour,description
MCC – Major Maintenance,Schedule,"34581 - MCC, #1, SECTION B",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0541-09
Protective Relay – Major Calibration,Schedule,"34581 - MCC, #1, SECTION B",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
Protective Relay – Major Calibration,Schedule,"34582 - MCC, #1 BUS COUPLER",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
Protective Relay – Major Calibration,Schedule,"34583 - MCC, #2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
MCC – Major Maintenance,Schedule,"34583 - MCC, #2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0541-09
Protective Relay – Major Calibration,Schedule,"34584 - MCC, #3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
MCC – Major Maintenance,Schedule,"34584 - MCC, #3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0541-09
Protective Relay – Major Calibration,Schedule,"34591 - SWITCHGEAR, 33KV",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
Switchgear – Major Maintenance,Schedule,"34591 - SWITCHGEAR, 33KV",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0521-09
Switchgear – Major Maintenance,Schedule,"34592 - SWITCHGEAR, 11KV",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0521-09
Protective Relay – Major Calibration,Schedule,"34592 - SWITCHGEAR, 11KV",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
TRANSFORMER SILICA GEL REPLACEMENT,Schedule,"34593 - TRANSFORMER -33/11KV ,20MVA,TR-1",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-048-09
Transformer/Oil Circuit Breaker – Periodic Oil Testing,Schedule,"34593 - TRANSFORMER -33/11KV ,20MVA,TR-1",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0571-09
"Transformer, Liquid Filled – Periodic Maintenance",Schedule,"34593 - TRANSFORMER -33/11KV ,20MVA,TR-1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0572-09
"TRANSFORMER OIL TESTING FOR BDV, MOISTURE AND ACIDITY",Schedule,"34593 - TRANSFORMER -33/11KV ,20MVA,TR-1",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-126-09
Transformer – Major Maintenance,Schedule,"34593 - TRANSFORMER -33/11KV ,20MVA,TR-1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
TRANSFORMER SILICA GEL REPLACEMENT,Schedule,"34594 - TRANSFORMER -33/11KV ,20MVA,TR-2",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-048-09
"Transformer, Liquid Filled – Periodic Maintenance",Schedule,"34594 - TRANSFORMER -33/11KV ,20MVA,TR-2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0572-09
Transformer – Major Maintenance,Schedule,"34594 - TRANSFORMER -33/11KV ,20MVA,TR-2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
"TRANSFORMER OIL TESTING FOR BDV, MOISTURE AND ACIDITY",Schedule,"34594 - TRANSFORMER -33/11KV ,20MVA,TR-2",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-126-09
Transformer/Oil Circuit Breaker – Periodic Oil Testing,Schedule,"34594 - TRANSFORMER -33/11KV ,20MVA,TR-2",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0571-09
Transformer/Oil Circuit Breaker – Periodic Oil Testing,Schedule,"34595 - TRANSFORMER -11KV/415V ,3MVA,TR-3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0571-09
"TRANSFORMER OIL TESTING FOR BDV, MOISTURE AND ACIDITY",Schedule,"34595 - TRANSFORMER -11KV/415V ,3MVA,TR-3",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-126-09
"Transformer, Liquid Filled – Periodic Maintenance",Schedule,"34595 - TRANSFORMER -11KV/415V ,3MVA,TR-3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0572-09
TRANSFORMER SILICA GEL REPLACEMENT,Schedule,"34595 - TRANSFORMER -11KV/415V ,3MVA,TR-3",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-048-09
Transformer – Major Maintenance,Schedule,"34595 - TRANSFORMER -11KV/415V ,3MVA,TR-3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
"TRANSFORMER OIL TESTING FOR BDV, MOISTURE AND ACIDITY",Schedule,"34596 - TRANSFORMER -11KV/415V ,3MVA,TR-4",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-126-09
Transformer – Major Maintenance,Schedule,"34596 - TRANSFORMER -11KV/415V ,3MVA,TR-4",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
TRANSFORMER SILICA GEL REPLACEMENT,Schedule,"34596 - TRANSFORMER -11KV/415V ,3MVA,TR-4",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-048-09
Transformer/Oil Circuit Breaker – Periodic Oil Testing,Schedule,"34596 - TRANSFORMER -11KV/415V ,3MVA,TR-4",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0571-09
"Transformer, Liquid Filled – Periodic Maintenance",Schedule,"34596 - TRANSFORMER -11KV/415V ,3MVA,TR-4",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0572-09
"Transformer, Liquid Filled – Periodic Maintenance",Schedule,"34597 - AUTOTRANSFORMER,8MVA FOR MAC/BAC-1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0572-09
"TRANSFORMER OIL TESTING FOR BDV, MOISTURE AND ACIDITY",Schedule,"34597 - AUTOTRANSFORMER,8MVA FOR MAC/BAC-1",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-126-09
Transformer/Oil Circuit Breaker – Periodic Oil Testing,Schedule,"34597 - AUTOTRANSFORMER,8MVA FOR MAC/BAC-1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0571-09
Transformer – Major Maintenance,Schedule,"34597 - AUTOTRANSFORMER,8MVA FOR MAC/BAC-1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
Transformer/Oil Circuit Breaker – Periodic Oil Testing,Schedule,"34598 - AUTOTRANSFORMER,8MVA FOR MAC/BAC-2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0571-09
"TRANSFORMER OIL TESTING FOR BDV, MOISTURE AND ACIDITY",Schedule,"34598 - AUTOTRANSFORMER,8MVA FOR MAC/BAC-2",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-126-09
Transformer – Major Maintenance,Schedule,"34598 - AUTOTRANSFORMER,8MVA FOR MAC/BAC-2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
"Transformer, Liquid Filled – Periodic Maintenance",Schedule,"34598 - AUTOTRANSFORMER,8MVA FOR MAC/BAC-2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0572-09
Inspect and rebuild SOV to replace worn "Soft Goods"/Replace SOV,Schedule,"34599 - VALVE, CONTROL LIST",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND000-011-09
Replace Solenoid Coil,Schedule,"34599 - VALVE, CONTROL LIST",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND000-012-09
Valve gland leak checks,Schedule,"34599 - VALVE, CONTROL LIST",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-015-09
Manual Isolation Valve Inspection,Schedule,"34600 - VALVE, MANUAL LIST",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0010-09
Valve gland leak checks,Schedule,"34600 - VALVE, MANUAL LIST",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-015-09
GREASE/LUBRICATE ALL MANUAL VALVES/GEARBOXES,Schedule,"34600 - VALVE, MANUAL LIST",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-013-09
GREASE IGV LINKAGE AND COMPONENTS,Schedule,"34602 - COMPRESSOR, BOOSTER  NITROGEN",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-024-09
Discharge Check Valve Inspection,Schedule,"34602 - COMPRESSOR, BOOSTER  NITROGEN",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Isolation circuit test for HP GAN,Schedule,"34602 - COMPRESSOR, BOOSTER  NITROGEN",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND014-137-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"34603 - HX,  BNC 1ST STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"34604 - HX,  BNC 2ND  STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check oil supply temp., if > 48 deg C, clean oil cooler",Schedule,"34607 - LUBE, #1 MNC, LUBRICATION EQUIPMENT( INCLUDES BNC)",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-103-09
Isolation circuit test for HP GAN,Schedule,"34608 - COMPRESSOR,  MAIN NITROGEN",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND014-137-09
Complete Overhauling of IGV on Cameron Machines,Schedule,"34608 - COMPRESSOR,  MAIN NITROGEN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-123-09
GREASE IGV LINKAGE AND COMPONENTS,Schedule,"34608 - COMPRESSOR,  MAIN NITROGEN",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-024-09
Inlet Guide Vanes(IGV) - Inspection and Functional test,Schedule,"34608 - COMPRESSOR,  MAIN NITROGEN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0273-09
Discharge Check Valve Inspection,Schedule,"34608 - COMPRESSOR,  MAIN NITROGEN",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"34608 - COMPRESSOR,  MAIN NITROGEN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
Main Oil Pump Coupling Replacement,Schedule,"34608 - COMPRESSOR,  MAIN NITROGEN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-120-09
Main Oil Pump Coupling Inspection,Schedule,"34608 - COMPRESSOR,  MAIN NITROGEN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
REPLACE/SERVICE DEMISTER FILTER,Schedule,"34608 - COMPRESSOR,  MAIN NITROGEN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-010-09
Main Drive Coupling Service (Inspection),Schedule,"34608 - COMPRESSOR,  MAIN NITROGEN",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0197-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"34609 - HX, MNC 1ST STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"34610 - HX,  MNC 2ND STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Motors, Form Wound – Periodic Partial Discharge Analysis",Schedule,"34613 - MOTOR, #1 MAIN NITROGEN COMPRESSOR",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0582-09
"Motors, Form Wound Induction – Periodic Maintenance",Schedule,"34613 - MOTOR, #1 MAIN NITROGEN COMPRESSOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0583-09
"Motors, Form Wound Induction – Major Maintenance",Schedule,"34613 - MOTOR, #1 MAIN NITROGEN COMPRESSOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0584-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"34613 - MOTOR, #1 MAIN NITROGEN COMPRESSOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
"CUSTODY TRANSFER METERING/CHECK TEMP LOOPS,PT,DPT&6MINUTE TEST",Schedule,"34615 - INSTRUMENT, PIPELINE INSTRUMENTATION FOR N2",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND014-034-09
Meter Prove/Calibration,Schedule,"34616 - PIPELINE, GN2",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0139-09
Piping - Corrosion Inspection,Schedule,"34616 - PIPELINE, GN2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0147-09
OSS: Calibration of CSS Instrumentation,Schedule,"34616 - PIPELINE, GN2",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
Piping - Corrosion Inspection,Schedule,"34618 - PIPELINE, GO2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0147-09
OSS: Calibration of CSS Instrumentation,Schedule,"34618 - PIPELINE, GO2",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
Meter Prove/Calibration,Schedule,"34618 - PIPELINE, GO2",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0139-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"34628 - PUMP/MOTOR, #1 O2 TRUCKFILL",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"34628 - PUMP/MOTOR, #1 O2 TRUCKFILL",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"34629 - PUMP/MOTOR, #2 O2 TRUCKFILL",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
ANNUAL INSPECTION & TESTING OF TFZHOSES,Schedule,"34632 - HOSE, LAR, TRUCKFILL",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-071-09
ANNUAL INSPECTION & TESTING OF TFZHOSES,Schedule,"34633 - HOSE,LN2,TRUCKFILL",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-071-09
ANNUAL INSPECTION & TESTING OF TFZHOSES,Schedule,"34634 - HOSE,LO2,TRUCKFILL",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-071-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"34637 - ANALYZER, QAAE1",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
Impulse and sample tubes leak check and correctoin,Schedule,"34637 - ANALYZER, QAAE1",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND014-050-09
Electrolyte Replacement,Schedule,"34638 - ANALYZER, QAAE3",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND000-017-09
Impulse and sample tubes leak check and correctoin,Schedule,"34638 - ANALYZER, QAAE3",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND014-050-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"34638 - ANALYZER, QAAE3",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
Impulse and sample tubes leak check and correctoin,Schedule,"34639 - ANALYZER, QAAE5",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND014-050-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"34639 - ANALYZER, QAAE5",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
Impulse and sample tubes leak check and correctoin,Schedule,"34640 - ANALYZER, QAAE6",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND014-050-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"34640 - ANALYZER, QAAE6",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
Truck Scale Inspection,Schedule,"34641 - SCALE, #1 TRUCKFILL",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0152-09
Discharge Check Valve Inspection,Schedule,"34642 - COMPRESSOR, #1 BAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Discharge Check Valve Inspection,Schedule,"34643 - COMPRESSOR, #2 BAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Cleaning of Heat Exchenger (water side) with high pressure water jet,Schedule,"34644 - HX, #1 BAC INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-115-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"34644 - HX, #1 BAC INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
Cleaning of Heat Exchenger (water side) with high pressure water jet,Schedule,"34648 - HX, #2 BAC INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-115-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"34648 - HX, #2 BAC INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
General Service Coupling Inspection,Schedule,"34654 - PUMP, #1  CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
ANNUAL INSPECTION OF WATER PUMPS,Schedule,"34654 - PUMP, #1  CHILLED WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-017-09
Water Pumps inspection and overhauling,Schedule,"34654 - PUMP, #1  CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
Discharge Check Valve Inspection,Schedule,"34654 - PUMP, #1  CHILLED WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
HALF YEARLY INSPECTION OF WATER PUMPS,Schedule,"34654 - PUMP, #1  CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-027-09
ANNUAL INSPECTION OF WATER PUMPS,Schedule,"34655 - PUMP, #2 CHILLED WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-017-09
General Service Coupling Inspection,Schedule,"34655 - PUMP, #2 CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Water Pumps inspection and overhauling,Schedule,"34655 - PUMP, #2 CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
HALF YEARLY INSPECTION OF WATER PUMPS,Schedule,"34655 - PUMP, #2 CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-027-09
Discharge Check Valve Inspection,Schedule,"34655 - PUMP, #2 CHILLED WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
"CHILLER-REFRIGERANT & OIL LEAK CHECKING, TUBING INSPECTION",Schedule,"34656 - CHILLER, UNIT #1",Monthly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-029-09
Chiller - Unit Inspection,Schedule,"34656 - CHILLER, UNIT #1",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0225-09
Chiller evaporators insulation repair/replacement,Schedule,"34656 - CHILLER, UNIT #1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-136-09
"CHILLER-REFRIGERANT & OIL LEAK CHECKING, TUBING INSPECTION",Schedule,"34661 - CHILLER, UNIT #2",Monthly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-029-09
Chiller - Unit Inspection,Schedule,"34661 - CHILLER, UNIT #2",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0225-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"34666 - MOTOR, #1 CHILLED WATER PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"34666 - MOTOR, #1 CHILLED WATER PUMP",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"34667 - MOTOR, #2 CHILLED WATER PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"34667 - MOTOR, #2 CHILLED WATER PUMP",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0591-09
UPS – Major Maintenance,Schedule,"34668 - UPS, #1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0547-09
BATTERY REPLACEMENT,Schedule,"34668 - UPS, #1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-093-09
UPS – Periodic Maintenance,Schedule,"34668 - UPS, #1",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0546-09
UPS – Routine Maintenance,Schedule,"34668 - UPS, #1",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0545-09
UPS – Routine Maintenance,Schedule,"34669 - UPS, #2",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0545-09
UPS – Periodic Maintenance,Schedule,"34669 - UPS, #2",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0546-09
BATTERY REPLACEMENT,Schedule,"34669 - UPS, #2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-093-09
UPS – Major Maintenance,Schedule,"34669 - UPS, #2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0547-09
INSPECT DEMISTER BLOWER,Schedule,"34671 - COMPRESSOR, #1 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-011-09
INSPECT  INLET AND OUTLET EXPANSION JOINTS,Schedule,"34671 - COMPRESSOR, #1 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-021-09
CLEANING OF FOURTH STAGE COMPRESSOR IMPELLER,Schedule,"34671 - COMPRESSOR, #1 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-105-09
REPLACE/SERVICE DEMISTER FILTER,Schedule,"34671 - COMPRESSOR, #1 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-010-09
Main Drive Coupling Service (Inspection),Schedule,"34671 - COMPRESSOR, #1 MAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0197-09
Main Oil Pump Coupling Inspection,Schedule,"34671 - COMPRESSOR, #1 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
Compressor vent valve inspection for passing,Schedule,"34671 - COMPRESSOR, #1 MAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-004-09
Compressor - Gas Side Inspection (Wet Gas Service),Schedule,"34671 - COMPRESSOR, #1 MAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0196-09
Complete Overhauling of IGV on Siemens Machines,Schedule,"34671 - COMPRESSOR, #1 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-122-09
Verification of performance of BLAC condensate system,Schedule,"34671 - COMPRESSOR, #1 MAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-003-09
Discharge Check Valve Inspection,Schedule,"34671 - COMPRESSOR, #1 MAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Expansion Joint Inspection and Replacement,Schedule,"34671 - COMPRESSOR, #1 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0309-09
Inlet Guide Vanes(IGV) - Inspection and Functional test,Schedule,"34671 - COMPRESSOR, #1 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0273-09
REPLACE/SERVICE DEMISTER FILTER,Schedule,"34672 - COMPRESSOR, #2 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-010-09
Complete Overhauling of IGV on Siemens Machines,Schedule,"34672 - COMPRESSOR, #2 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-122-09
Expansion Joint Inspection and Replacement,Schedule,"34672 - COMPRESSOR, #2 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0309-09
Main Oil Pump Coupling Inspection,Schedule,"34672 - COMPRESSOR, #2 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
